State,Year,VicAge_Count,VicAge_Mean,VicAge_Min,VicAge_Max,Incidents,N/A Age
Alabama,1976,484,37.02479338842975,0.0,80.0,504,20
Alabama,1977,498,36.708835341365464,0.0,92.0,504,6
Alabama,1978,491,35.79633401221996,2.0,90.0,493,2
Alabama,1979,484,37.349173553719005,0.0,90.0,487,3
Alabama,1980,512,37.205078125,0.0,90.0,513,1
Alabama,1981,452,36.18805309734513,0.0,92.0,453,1
Alabama,1982,422,36.343601895734594,0.0,93.0,424,2
Alabama,1983,369,36.8970189701897,0.0,86.0,372,3
Alabama,1984,379,36.78364116094987,0.0,83.0,382,3
Alabama,1985,395,36.870886075949365,0.0,90.0,397,2
Alabama,1986,407,35.59213759213759,0.0,94.0,407,0
Alabama,1987,336,35.06845238095238,0.0,88.0,336,0
Alabama,1988,389,36.34961439588689,0.0,91.0,389,0
Alabama,1989,415,35.860240963855425,0.0,92.0,416,1
Alabama,1990,461,35.32754880694143,0.0,94.0,463,2
Alabama,1991,406,33.532019704433495,1.0,90.0,434,28
Alabama,1992,377,35.856763925729446,1.0,91.0,391,14
Alabama,1993,450,33.25555555555555,1.0,92.0,477,27
Alabama,1994,467,33.389721627408996,1.0,92.0,501,34
Alabama,1995,446,35.23094170403587,1.0,99.0,467,21
Alabama,1996,398,33.65577889447236,0.0,98.0,430,32
Alabama,1997,368,35.08152173913044,1.0,96.0,415,47
Alabama,1998,289,34.95501730103806,2.0,87.0,343,54
Alabama,1999,14,34.42857142857143,1.0,78.0,15,1
Alabama,2000,218,37.174311926605505,1.0,87.0,235,17
Alabama,2001,312,34.705128205128204,0.0,88.0,347,35
Alabama,2002,271,36.68265682656826,1.0,93.0,292,21
Alabama,2003,274,34.7043795620438,1.0,81.0,295,21
Alabama,2004,235,35.46382978723404,1.0,84.0,253,18
Alabama,2005,317,34.59305993690852,0.0,88.0,327,10
Alabama,2006,344,35.372093023255815,1.0,91.0,358,14
Alabama,2007,375,33.632,0.0,86.0,392,17
Alabama,2008,326,33.65950920245399,1.0,85.0,342,16
Alabama,2009,307,34.57328990228013,1.0,89.0,318,11
Alabama,2010,175,36.2,1.0,90.0,191,16
Alabama,2011,324,34.385802469135804,0.0,91.0,339,15
Alabama,2012,304,35.85526315789474,3.0,88.0,333,29
Alabama,2013,318,36.257861635220124,2.0,90.0,367,49
Alabama,2014,287,36.45993031358885,1.0,91.0,349,62
Alabama,2015,411,35.051094890510946,1.0,86.0,445,34
Alabama,2016,445,33.853932584269664,1.0,91.0,493,48
Alabama,2017,539,35.62152133580705,1.0,99.0,575,36
Alabama,2018,471,34.76220806794055,1.0,91.0,502,31
Alabama,2019,4,44.25,20.0,73.0,4,0
Alabama,2020,24,44.916666666666664,8.0,91.0,24,0
Alabama,2021,338,33.94378698224852,0.0,99.0,381,43
Alaska,1976,47,29.893617021276597,0.0,79.0,47,0
Alaska,1977,47,28.4468085106383,0.0,69.0,47,0
Alaska,1978,50,30.06,0.0,62.0,50,0
Alaska,1979,51,31.96078431372549,1.0,67.0,51,0
Alaska,1980,46,29.782608695652176,8.0,60.0,47,1
Alaska,1981,69,29.942028985507246,0.0,71.0,69,0
Alaska,1982,75,28.8,0.0,85.0,75,0
Alaska,1983,74,32.2027027027027,0.0,72.0,74,0
Alaska,1984,51,33.372549019607845,2.0,73.0,52,1
Alaska,1985,50,39.54,7.0,76.0,50,0
Alaska,1986,47,30.680851063829788,2.0,79.0,47,0
Alaska,1987,47,31.74468085106383,2.0,81.0,48,1
Alaska,1988,30,33.1,0.0,73.0,30,0
Alaska,1989,40,33.275,1.0,74.0,41,1
Alaska,1990,37,35.054054054054056,14.0,80.0,37,0
Alaska,1991,44,29.5,0.0,66.0,45,1
Alaska,1992,44,31.886363636363637,4.0,53.0,44,0
Alaska,1993,60,30.783333333333335,0.0,73.0,60,0
Alaska,1994,44,33.20454545454545,14.0,83.0,44,0
Alaska,1995,54,33.870370370370374,0.0,84.0,54,0
Alaska,1996,41,32.073170731707314,2.0,66.0,41,0
Alaska,1997,55,32.236363636363635,0.0,84.0,55,0
Alaska,1998,42,34.666666666666664,0.0,82.0,42,0
Alaska,1999,56,34.32142857142857,0.0,81.0,56,0
Alaska,2000,35,29.8,0.0,74.0,35,0
Alaska,2001,39,32.41025641025641,0.0,67.0,39,0
Alaska,2002,41,31.0,0.0,65.0,41,0
Alaska,2003,43,31.930232558139537,0.0,67.0,44,1
Alaska,2004,43,29.348837209302324,0.0,72.0,44,1
Alaska,2005,37,28.864864864864863,0.0,57.0,37,0
Alaska,2006,42,30.714285714285715,0.0,63.0,42,0
Alaska,2007,53,28.49056603773585,0.0,56.0,53,0
Alaska,2008,33,35.333333333333336,0.0,62.0,33,0
Alaska,2009,36,29.47222222222222,0.0,76.0,36,0
Alaska,2010,42,27.761904761904763,0.0,64.0,43,1
Alaska,2011,36,33.361111111111114,0.0,66.0,36,0
Alaska,2012,40,36.05,2.0,68.0,40,0
Alaska,2013,41,34.02439024390244,0.0,73.0,41,0
Alaska,2014,47,40.61702127659574,0.0,81.0,48,1
Alaska,2015,63,34.0,0.0,76.0,71,8
Alaska,2016,69,30.840579710144926,0.0,69.0,69,0
Alaska,2017,77,37.896103896103895,3.0,92.0,77,0
Alaska,2018,64,33.1875,0.0,70.0,64,0
Alaska,2019,78,36.88461538461539,1.0,70.0,78,0
Alaska,2020,56,36.5,0.0,72.0,56,0
Alaska,2021,31,36.87096774193548,0.0,73.0,31,0
Arizona,1976,167,34.377245508982035,0.0,86.0,169,2
Arizona,1977,228,33.25877192982456,0.0,80.0,231,3
Arizona,1978,238,32.357142857142854,0.0,86.0,242,4
Arizona,1979,229,35.54585152838428,0.0,87.0,233,4
Arizona,1980,285,33.43157894736842,0.0,90.0,293,8
Arizona,1981,232,38.31896551724138,0.0,93.0,237,5
Arizona,1982,243,33.56378600823045,1.0,92.0,247,4
Arizona,1983,223,35.210762331838566,1.0,89.0,225,2
Arizona,1984,241,32.90041493775934,0.0,91.0,248,7
Arizona,1985,258,33.87984496124031,0.0,98.0,264,6
Arizona,1986,310,33.409677419354836,0.0,88.0,321,11
Arizona,1987,261,34.984674329501914,0.0,87.0,266,5
Arizona,1988,293,33.48805460750853,0.0,83.0,306,13
Arizona,1989,274,33.37956204379562,0.0,85.0,291,17
Arizona,1990,298,33.214765100671144,0.0,90.0,301,3
Arizona,1991,305,31.38360655737705,0.0,79.0,308,3
Arizona,1992,339,31.404129793510325,0.0,83.0,345,6
Arizona,1993,359,31.389972144846798,0.0,82.0,362,3
Arizona,1994,433,31.13394919168591,0.0,84.0,438,5
Arizona,1995,463,30.41900647948164,0.0,91.0,478,15
Arizona,1996,384,31.950520833333332,0.0,90.0,390,6
Arizona,1997,396,31.507575757575758,0.0,95.0,401,5
Arizona,1998,390,30.815384615384616,0.0,88.0,396,6
Arizona,1999,417,31.762589928057555,0.0,83.0,424,7
Arizona,2000,383,34.56919060052219,0.0,88.0,385,2
Arizona,2001,441,30.46485260770975,0.0,90.0,448,7
Arizona,2002,438,31.079908675799086,0.0,80.0,446,8
Arizona,2003,472,33.08050847457627,0.0,94.0,482,10
Arizona,2004,447,33.31543624161074,0.0,93.0,458,11
Arizona,2005,466,31.506437768240342,0.0,84.0,473,7
Arizona,2006,501,31.17564870259481,0.0,95.0,509,8
Arizona,2007,497,30.601609657947687,0.0,84.0,516,19
Arizona,2008,438,33.74885844748859,0.0,89.0,453,15
Arizona,2009,366,33.939890710382514,0.0,83.0,370,4
Arizona,2010,386,34.0699481865285,0.0,87.0,400,14
Arizona,2011,375,35.437333333333335,0.0,99.0,379,4
Arizona,2012,363,36.112947658402206,0.0,88.0,365,2
Arizona,2013,376,34.35372340425532,0.0,99.0,383,7
Arizona,2014,311,34.07073954983923,0.0,89.0,313,2
Arizona,2015,344,35.372093023255815,0.0,89.0,344,0
Arizona,2016,391,35.51918158567775,0.0,99.0,394,3
Arizona,2017,475,35.02947368421053,0.0,90.0,484,9
Arizona,2018,420,35.50238095238095,0.0,94.0,425,5
Arizona,2019,395,35.22278481012658,0.0,91.0,398,3
Arizona,2020,513,34.73879142300195,0.0,89.0,523,10
Arizona,2021,498,33.833333333333336,0.0,89.0,501,3
Arkansas,1976,177,37.101694915254235,1.0,87.0,180,3
Arkansas,1977,167,36.70059880239521,0.0,81.0,168,1
Arkansas,1978,191,33.952879581151834,0.0,90.0,198,7
Arkansas,1979,203,34.80295566502463,0.0,85.0,206,3
Arkansas,1980,214,33.74766355140187,0.0,75.0,214,0
Arkansas,1981,206,38.359223300970875,0.0,93.0,209,3
Arkansas,1982,192,40.432291666666664,0.0,99.0,195,3
Arkansas,1983,199,36.94472361809045,0.0,94.0,199,0
Arkansas,1984,183,35.96174863387978,0.0,93.0,183,0
Arkansas,1985,185,36.108108108108105,1.0,85.0,188,3
Arkansas,1986,195,34.93846153846154,0.0,86.0,202,7
Arkansas,1987,186,35.88709677419355,1.0,90.0,187,1
Arkansas,1988,211,37.90995260663507,0.0,88.0,216,5
Arkansas,1989,218,34.0,0.0,88.0,219,1
Arkansas,1990,251,34.0996015936255,0.0,90.0,254,3
Arkansas,1991,268,33.33582089552239,0.0,84.0,269,1
Arkansas,1992,254,33.61417322834646,0.0,81.0,255,1
Arkansas,1993,263,33.89733840304182,0.0,92.0,264,1
Arkansas,1994,299,34.735785953177256,0.0,86.0,303,4
Arkansas,1995,266,32.661654135338345,0.0,91.0,267,1
Arkansas,1996,217,35.45161290322581,0.0,88.0,219,2
Arkansas,1997,253,35.0395256916996,0.0,95.0,255,2
Arkansas,1998,206,32.66990291262136,0.0,84.0,209,3
Arkansas,1999,151,34.33112582781457,0.0,93.0,151,0
Arkansas,2000,163,34.47239263803681,0.0,87.0,163,0
Arkansas,2001,146,29.938356164383563,0.0,75.0,147,1
Arkansas,2002,141,33.58156028368794,0.0,84.0,146,5
Arkansas,2003,151,33.503311258278146,0.0,94.0,157,6
Arkansas,2004,146,38.33561643835616,0.0,99.0,157,11
Arkansas,2005,172,33.145348837209305,0.0,91.0,181,9
Arkansas,2006,194,32.891752577319586,0.0,89.0,205,11
Arkansas,2007,191,34.638743455497384,1.0,89.0,198,7
Arkansas,2008,154,35.72077922077922,0.0,79.0,165,11
Arkansas,2009,160,38.45625,0.0,80.0,173,13
Arkansas,2010,131,37.49618320610687,0.0,83.0,141,10
Arkansas,2011,155,34.116129032258065,0.0,90.0,160,5
Arkansas,2012,170,35.923529411764704,0.0,94.0,176,6
Arkansas,2013,151,35.98675496688742,0.0,79.0,156,5
Arkansas,2014,161,38.36645962732919,2.0,86.0,169,8
Arkansas,2015,176,37.93181818181818,0.0,90.0,179,3
Arkansas,2016,217,35.71889400921659,0.0,85.0,218,1
Arkansas,2017,258,34.86434108527132,0.0,91.0,265,7
Arkansas,2018,233,37.06008583690987,1.0,89.0,241,8
Arkansas,2019,251,34.756972111553786,0.0,85.0,253,2
Arkansas,2020,338,35.053254437869825,0.0,87.0,340,2
Arkansas,2021,328,33.34451219512195,0.0,87.0,339,11
California,1976,2333,34.0728675525075,0.0,99.0,2372,39
California,1977,2473,33.35463000404367,0.0,95.0,2523,50
California,1978,2694,32.91239792130661,0.0,94.0,2747,53
California,1979,3002,32.50766155896069,0.0,99.0,3068,66
California,1980,3522,32.457978421351505,0.0,99.0,3590,68
California,1981,2837,32.426506873457875,0.0,93.0,2885,48
California,1982,2933,33.0763723150358,0.0,93.0,2976,43
California,1983,2800,33.17464285714286,0.0,99.0,2830,30
California,1984,2859,33.1196222455404,0.0,98.0,2888,29
California,1985,2954,32.902166553825325,0.0,99.0,2986,32
California,1986,3196,32.00187734668335,0.0,94.0,3260,64
California,1987,3103,32.30035449564937,0.0,98.0,3166,63
California,1988,3089,32.031401748138556,0.0,91.0,3135,46
California,1989,3371,30.894393355087512,0.0,97.0,3412,41
California,1990,3808,29.91360294117647,0.0,99.0,3862,54
California,1991,4084,29.681684622918706,0.0,95.0,4146,62
California,1992,4157,30.069761847486166,0.0,94.0,4195,38
California,1993,4326,30.232778548312528,0.0,98.0,4370,44
California,1994,3895,29.609242618741977,0.0,95.0,3962,67
California,1995,3709,29.56484227554597,0.0,98.0,3760,51
California,1996,3057,29.980045796532547,0.0,93.0,3101,44
California,1997,2737,30.399342345633904,0.0,99.0,2773,36
California,1998,2328,30.02963917525773,0.0,93.0,2353,25
California,1999,2110,31.02085308056872,0.0,94.0,2132,22
California,2000,2187,31.375400091449475,0.0,91.0,2219,32
California,2001,2343,30.53777208706786,0.0,94.0,2357,14
California,2002,2529,31.060498220640568,0.0,99.0,2549,20
California,2003,2566,30.925954793452846,0.0,94.0,2584,18
